código,clave,descripción
10787,SE-66M,Blíster con 2 seguetas sierra sable 6' 6 DPP para madera
10810,MG-DHM-3-1/2,"Mango hickory 35' para hacha doble y Pulaski 3-1/2lb, TRUPER"
10811,REGLA-22,"Regleta medidora de tuercas y tornillos, std y mm, TRUPER"
10835,FUT-3,"Fumigador jardinero 3 L (0.8 gal), TRUPER"
10836,FUT-5,"Fumigador jardinero 5 L (1.3 gal), TRUPER"
10837,FUT-7,"Fumigador jardinero 7 L (1.8 gal), TRUPER"
10853,BU-45,"Barreta de uña de 3/4' x 45 cm, TRUPER"
10856,BU-60,"Barreta de uña de 3/4' x 60 cm, TRUPER"
10859,BU-75,"Barreta de uña de 3/4' x 75 cm, TRUPER"
10861,MG-MB-24X,"Mango para martillo de bola MB-24, 15-1/2', TRUPER"
10862,BU-90,"Barreta de uña de 3/4' x 90 cm, TRUPER"
10864,COMBO-200,"Combo manguera MAN-20X1/2X y pistola de riego PR-208, TRUPER"
10865,GRT-19,"Grifa de dos bocas de 5/8 y 1/2', TRUPER"
10874,BU-120,"Barreta de uña de 1' x 120 cm, TRUPER"
10883,COMBO-201,"Combo manguera MAN-15X1/2RE y portamanguera GAN-MA, TRUPER"
10887,FM-425,"Fumigador de 15 L manual de mochila, TRUPER"
10889,GAV-2,"Gaveta apilable #2 de plástico, 17 x 11 x 8 cm, TRUPER"
10890,GAV-3,"Gaveta apilable #3 de plástico, 25 x 17 x 11 cm, TRUPER"
10891,GAV-4,"Gaveta apilable #4 de plástico, 34 x 21 x 15 cm, TRUPER"
10892,MAN-PI-5-3/8,"Manguera para compresor, de PVC, 5m x 3/8', TRUPER"
10893,MAN-PI-10-3/8,"Manguera para compresor, de PVC, 10m x 3/8', TRUPER"
10894,MAN-PI-15-3/8,"Manguera para compresor, de PVC, 15m x 3/8', TRUPER"
10895,ORG-64,"Organizador con 64 gavetas, TRUPER"
10896,CO-F,"Coa afilada de usos múltiples, mango de madera 43', TRUPER"
10908,CAT-50WFF,"Carretilla 5.5 ft3 imponchable, bastidores madera, TRUPER"
10919,ESEX-300,"Espuma expansiva de poliuretano, 300 ml, TRUPER"
10920,ESEX-500,"Espuma expansiva de poliuretano, 500 ml, TRUPER"
10929,FDO-1,"Fumigador de 1 litro doméstico, TRUPER"
10940,INF-12,"Inflallantas de 12 oz (340 g), TRUPER"
10953,FAJA-S,"Faja lumbar, talla CH, TRUPER"
10954,FAJA-XL,"Faja lumbar, talla XG, TRUPER"
10955,FAJA-SX,"Faja lumbar con tercer cinturón, talla CH, TRUPER"
10956,FAJA-XLX,"Faja lumbar con tercer cinturón, talla XG, TRUPER"
10974,BOQ-MUL-2000T,"Boquilla multiuso para LAVA-2000T, TRUPER EXPERT"
10976,MBC-12,"Juego de muelas para berbiquí 12', TRUPER"
10991,PIST-2000T,"Pistola para LAVA-2000T, TRUPER EXPERT"
10992,LAN-AJU-2000T,"Lanza ajustable para LAVA-2000T, TRUPER EXPERT"
10993,MANG-2000T,"Manguera para LAVA-2000T, TRUPER EXPERT"
10996,LCM-6,"Lima para cerrajero fina 6', TRUPER"
10997,LCB-6,"Lima para cerrajero bastarda 6', TRUPER"
10998,LCM-8,"Lima para cerrajero fina 8', TRUPER"
10999,LCB-8,"Lima para cerrajero bastarda 8', TRUPER"
11000,BPJ-3,"Bieldo para paja, 3 dientes, mango largo 48', TRUPER"
11003,BPJ-4,"Bieldo para paja, 4 dientes, mango largo 48', TRUPER"
11004,SICI-7-1/4A3,"Sierra circular 7-1/4', 1750W, TRUPER PRO"
11006,BPJ-5,"Bieldo para paja, 5 dientes, mango largo 48', TRUPER"
11009,BPJ-6,"Bieldo para paja, 6 dientes, mango largo 48', TRUPER"
11013,CB-ES-4-1/2A9,"Bolsa con 2 carbones de repuesto para ESMA-4-1/2A9, TRUPER"
11014,CB-ES-4-1/2A10,"Bolsa con 2 carbones de repuesto para ESMA-4-1/2A10, TRUPER"
11019,CB-ES-4-1/2A11,"Bolsa con 2 carbones de repuesto para ESMA-4-1/2A11, TRUPER"
11021,BJ-4,"Bieldo para jardín, 4 dientes, mgo 34', puño 'Y', TRUPER"
11034,"MD-FUT-3,5,7","Manguera y dosificador de repuesto para FUT-3, 5 y 7, TRUPER"
11035,"EMF-3,5,7","Empaques de repuesto para FUT-3, 5 y 7, TRUPER"
11064,CB-ESMA-9N2,"Bolsa con 2 carbones de repuesto para ESMA-9N2, TRUPER"
11066,CB-ES-4-1/2P2,"Bolsa con 2 carbones de repuesto para ESMA-4-1/2P2, TRUPER"
11070,CB-LIOR-1/2NX,"Bolsa con 2 carbones de repuesto para LIOR-1/2NX, TRUPER"
11072,CB-LIOR-1/4A2,"Bolsa con 2 carbones de repuesto para LIOR-1/4A2, TRUPER"
11074,CB-CALA-A2,"Bolsa con 2 carbones de repuesto para CALA-A2, TRUPER"
11078,CB-PULA-P,"Bolsa con 2 carbones de repuesto para PULA-P, TRUPER"
11087,CB-ROTO-1/2A5,"Bolsa con 2 carbones de repuesto para ROTO-1/2A5, TRUPER"
11088,CB-ROU-NX3,"Bolsa con 2 carbones de repuesto para ROU-NX3, TRUPER"
11101,FILP-ASPI-G2,"Bolsa para polvo para aspiradoras 12 y 16 gal, TRUPER"
11105,GACO-13,"Gancho multiusos para colgar, 13 cm, TRUPER"
11106,GACO-18,"Gancho multiusos para colgar, 18 cm, TRUPER"
11110,BAV-1/16,"Broca HSS 1/16' Trugold para metal, TRUPER EXPERT"
11112,BAV-5/64,"Broca HSS 5/64' Trugold para metal, TRUPER EXPERT"
11114,BAV-3/32,"Broca HSS 3/32' Trugold para metal, TRUPER EXPERT"
11116,BAV-7/64,"Broca HSS 7/64' Trugold para metal, TRUPER EXPERT"
11118,BAV-1/8,"Broca HSS 1/8' Trugold para metal, TRUPER EXPERT"
11120,BAV-9/64,"Broca HSS 9/64' Trugold para metal, TRUPER EXPERT"
11122,BAV-5/32,"Broca HSS 5/32' Trugold para metal, TRUPER EXPERT"
11124,BAV-11/64,"Broca HSS 11/64' Trugold para metal, TRUPER EXPERT"
11126,BAV-3/16,"Broca HSS 3/16' Trugold para metal, TRUPER EXPERT"
11127,MAN-3/4X,"Metro de manguera 3/4' 4 capas en rollo de 100 m, TRUPER"
11128,BAV-13/64,"Broca HSS 13/64' Trugold para metal, TRUPER EXPERT"
11129,MAN-1X,"Metro de manguera 1' 4 capas en rollo de 50 m, TRUPER"
11130,BAV-7/32,"Broca HSS 7/32' Trugold para metal, TRUPER EXPERT"
11132,BAV-15/64,"Broca HSS 15/64' Trugold para metal, TRUPER EXPERT"
11134,BAV-1/4,"Broca HSS 1/4' Trugold para metal, TRUPER EXPERT"
11136,BAV-17/64,"Broca HSS 17/64' Trugold para metal, TRUPER EXPERT"
11138,BAV-9/32,"Broca HSS 9/32' Trugold para metal, TRUPER EXPERT"
11140,BAV-19/64,"Broca HSS 19/64' Trugold para metal, TRUPER EXPERT"
11142,BAV-5/16,"Broca HSS 5/16' Trugold para metal, TRUPER EXPERT"
11144,BAV-21/64,"Broca HSS 21/64' Trugold para metal, TRUPER EXPERT"
11146,BAV-11/32,"Broca HSS 11/32' Trugold para metal, TRUPER EXPERT"
11148,BAV-23/64,"Broca HSS 23/64' Trugold para metal, TRUPER EXPERT"
11150,BAV-3/8,"Broca HSS 3/8' Trugold para metal, TRUPER EXPERT"
11151,AB-GT-26M,"Abrazadera para mango de acero para guadaña, TRUPER"
11152,BAV-25/64,"Broca HSS 25/64' Trugold para metal, TRUPER EXPERT"
11154,BAV-13/32,"Broca HSS 13/32' Trugold para metal, TRUPER EXPERT"
11156,BAV-27/64,"Broca HSS 27/64' Trugold para metal, TRUPER EXPERT"
11158,BAV-7/16,"Broca HSS 7/16' Trugold para metal, TRUPER EXPERT"
11159,CB-ESMA-7A3,"Bolsa con 2 carbones de repuesto para ESMA-7A3, TRUPER"
11160,BAV-29/64,"Broca HSS 29/64' Trugold para metal, TRUPER EXPERT"
11161,CB-ES-4-1/2A12,"Bolsa con 2 carbones de repuesto para ESMA-4-1/2A12, TRUPER"
11162,BAV-15/32,"Broca HSS 15/32' Trugold para metal, TRUPER EXPERT"
11164,BAV-31/64,"Broca HSS 31/64' Trugold para metal, TRUPER EXPERT"
11165,CB-ES-4-1/2NX3,"Bolsa con 2 carbones de repuesto para ESMA-4-1/2NX3, TRUPER"
11166,BAV-1/2,"Broca HSS 1/2' Trugold para metal, TRUPER EXPERT"
11168,BAV-9/16,"Broca HSS 9/16' Trugold para metal, TRUPER EXPERT"
11170,BAV-5/8,"Broca HSS 5/8' Trugold para metal, TRUPER EXPERT"
11172,BAV-3/4,"Broca HSS 3/4' Trugold para metal, TRUPER EXPERT"
11174,BAV-7/8,"Broca HSS 7/8' Trugold para metal, TRUPER EXPERT"
11176,BAV-1,"Broca HSS 1' Trugold para metal, TRUPER EXPERT"
11187,TPN-734H-2,"Llave (pistola) de impacto neumática 1/2', ind, TRUPER"
11189,TPN-886H-2,"Matraca de impacto neumática 1/2', TRUPER"
11200,BCT-3/16X4,"Broca para concreto de 3/16 x 4', TRUPER"
11201,GAV-5,"Gaveta apilable #5 de plástico, 41x31x18 cm, TRUPER"
11203,BCT-1/4X4,"Broca para concreto de 1/4 x 4', TRUPER"
11206,BCT-1/4X6,"Broca para concreto de 1/4 x 6', TRUPER"
11209,BCT-1/4X12,"Broca para concreto de 1/4 x 12', TRUPER"
11212,BCT-5/16X4,"Broca para concreto de 5/16 x 4', TRUPER"
11215,BCT-5/16X6,"Broca para concreto de 5/16 x 6', TRUPER"
11218,BCT-5/16X12,"Broca para concreto de 5/16 x 12', TRUPER"
11221,BCT-3/8X5,"Broca para concreto de 3/8 x 5', TRUPER"
11223,NT-9,"Nivel torpedo magnético de 9' con cuerpo de ABS, TRUPER"
11224,BCT-3/8X6,"Broca para concreto de 3/8 x 6', TRUPER"
11225,NHD,Defensa para bastidor de madera de carretillas TRUPER/PRETUL
11227,BCT-3/8X12,"Broca para concreto de 3/8 x 12', TRUPER"
11230,BCT-1/2X6,"Broca para concreto de 1/2 x 6', TRUPER"
11233,BCT-1/2X12,"Broca para concreto de 1/2 x 12', TRUPER"
11236,BCT-5/8X6,"Broca para concreto de 5/8 x 6', TRUPER"
11239,BCT-5/8X12,"Broca para concreto de 5/8 x 12', TRUPER"
11242,BCT-3/4X6,"Broca para concreto de 3/4 x 6', TRUPER"
11245,BCT-3/4X12,"Broca para concreto de 3/4 x 12', TRUPER"
11248,BCT-7/8X6,"Broca para concreto de 7/8 x 6', TRUPER"
11251,BCT-7/8X12,"Broca para concreto de 7/8 x 12', TRUPER"
11258,BCT-3/16X6,"Broca para concreto de 3/16 x 6', TRUPER"
11260,BS-7/8X18,"Broca SDS Plus 7/8 x 18', TRUPER"
11261,BS-3/16X8,"Broca SDS Plus 3/16 x 8', TRUPER"
11263,BS-1/4X4,"Broca SDS Plus 1/4 x 4', TRUPER"
11264,BS-1/4X6,"Broca SDS Plus 1/4 x 6', TRUPER"
11265,BS-1/4X8,"Broca SDS Plus 1/4 x 8', TRUPER"
11266,BS-1/4X10,"Broca SDS Plus 1/4 x 10', TRUPER"
11267,BS-3/4X18,"Broca SDS Plus 3/4 x 18', TRUPER"
11268,BS-7/8X8,"Broca SDS Plus 7/8 x 8', TRUPER"
11269,BS-5/16X6,"Broca SDS Plus 5/16 x 6', TRUPER"
11270,BS-5/16X12,"Broca SDS Plus 5/16 x 12', TRUPER"
11271,BS-7/16X12,"Broca SDS Plus 7/16 x 12', TRUPER"
11272,BS-3/8X6,"Broca SDS Plus 3/8 x 6', TRUPER"
11273,BS-9/16X6,"Broca SDS Plus 9/16 x 6', TRUPER"
11274,BS-9/16X12,"Broca SDS Plus 9/16 x 12', TRUPER"
11275,BS-3/8X12,"Broca SDS Plus 3/8 x 12', TRUPER"
11276,BS-5/8X24,"Broca SDS Plus 5/8 x 24', TRUPER"
11277,BS-3/8X18,"Broca SDS Plus 3/8 x 18', TRUPER"
11278,BS-7/16X6,"Broca SDS Plus 7/16 x 6', TRUPER"
11279,BS-1/2X6,"Broca SDS Plus 1/2 x 6', TRUPER"
11281,BS-1/2X12,"Broca SDS Plus 1/2 x 12', TRUPER"
11282,BS-1/2X18,"Broca SDS Plus 1/2 x 18', TRUPER"
11284,BS-5/8X8,"Broca SDS Plus 5/8 x 8', TRUPER"
11285,BS-5/8X12,"Broca SDS Plus 5/8 x 12', TRUPER"
11286,BS-3/4X8,"Broca SDS Plus 3/4 x 8', TRUPER"
11287,BS-3/4X12,"Broca SDS Plus 3/4 x 12', TRUPER"
11288,BS-7/8X11,"Broca SDS Plus 7/8 x 11', TRUPER"
11295,JBCT-6,"Juego de 6 brocas para concreto, TRUPER"
11299,MG-MART-14,"Mango de repuesto p/rastrillo-pico,talacho-pico y martelinas"
11335,JBAC-11,"Juego de 11 brocas para metal y concreto en estuche, TRUPER"
11337,JBMA-6,"Juego de 6 brocas con punta centradora para madera, TRUPER"
11338,JBMA-8,"Juego de 8 brocas con punta centradora para madera, TRUPER"
11339,JBMX-9,"Juego de 9 brocas para metal, concreto y madera, TRUPER"
11359,JBROU-6,"Juego de 6 brocas para router, TRUPER"
11360,BPT-1/4,"Broca plana de manita 1/4' para madera, TRUPER"
11363,BPT-5/16,"Broca plana de manita 5/16' para madera, TRUPER"
11365,FA-POD-418,"Filtro de aire para podadora P-418, TRUPER"
11366,BPT-3/8,"Broca plana de manita 3/8' para madera, TRUPER"
11367,CO-AG-42,"Coa agavera con mango de madera de 42', TRUPER"
11368,CO-AG-54,"Coa agavera con mango de madera de 54', TRUPER"
11369,BPT-7/16,"Broca plana de manita 7/16' para madera, TRUPER"
11370,MG-CO-AG-42,"Mango de repuesto 42' para coa agavera, TRUPER"
11371,MG-CO-AG-54,"Mango de repuesto 54' para coa agavera, TRUPER"
11372,BPT-1/2,"Broca plana de manita 1/2' para madera, TRUPER"
11373,BAS-M-60,"Bastidor de acero 38 x 38 mm para carretilla CAR-82, TRUPER"
11375,BPT-5/8,"Broca plana de manita 5/8' para madera, TRUPER"
11378,BPT-3/4,"Broca plana de manita 3/4' para madera, TRUPER"
11381,BPT-7/8,"Broca plana de manita 7/8' para madera, TRUPER"
11384,BPT-1,"Broca plana de manita 1' para madera, TRUPER"
11394,JBAV-5,"Juego de 5 brocas HSS para metal, TRUPER EXPERT"
11395,J-BPT-6,"Juego de brocas planas de manita, 6 piezas, TRUPER"
11399,JBAV-10,"Juego de 10 brocas HSS para metal en estuche, TRUPER EXPERT"
11402,JBAV-13,"Juego de 13 brocas HSS para metal en estuche, TRUPER EXPERT"
11403,MT-3/16X24,"Machuelo semicónico 3/16' x 24 cuerda gruesa, TRUPER"
11404,MT-3/16X32,"Machuelo semicónico 3/16' x 32 cuerda fina, TRUPER"
11405,MT-1/4X20,"Machuelo semicónico 1/4' x 20 cuerda gruesa, TRUPER"
11406,MT-1/4X28,"Machuelo semicónico 1/4' x 28 cuerda fina, TRUPER"
11407,MT-5/16X18,"Machuelo semicónico 5/16' x 18 cuerda gruesa, TRUPER"
11408,MT-5/16X24,"Machuelo semicónico 5/16' x 24 cuerda fina, TRUPER"
11409,MT-3/8X16,"Machuelo semicónico 3/8' x 16 cuerda gruesa, TRUPER"
11410,MT-3/8X24,"Machuelo semicónico 3/8'x 24 cuerda fina, TRUPER"
11411,MT-7/16X14,"Machuelo semicónico 7/16' x 14 cuerda gruesa, TRUPER"
11412,MT-7/16X20,"Machuelo semicónico 7/16' x 20 cuerda fina, TRUPER"
11413,MT-1/2X13,"Machuelo semicónico 1/2' x 13 cuerda gruesa, TRUPER"
11414,MT-1/2X20,"Machuelo semicónico 1/2' x 20 cuerda fina, TRUPER"
11415,MT-1/8X40,"Machuelo semicónico 1/8' x 40 cuerda gruesa, TRUPER"
11416,MT-1/8X44,"Machuelo semicónico 1/8' x 44 cuerda fina, TRUPER"
11417,MT-5/32X32,"Machuelo semicónico 5/32' x 32 cuerda gruesa, TRUPER"
11418,MT-5/32X36,"Machuelo semicónico 5/32' x 36 cuerda fina, TRUPER"
11419,MT-7/32X24,"Machuelo semicónico 7/32' x 24 cuerda gruesa, TRUPER"
11420,MT-7/32X32,"Machuelo semicónico 7/32' x 32, cuerda fina, TRUPER"
11421,MT-9/16X12,"Machuelo semicónico 9/16'x12 UNC, estuche individual, TRUPER"
11422,MT-9/16X18,"Machuelo semicónico 9/16'x18 UNF, estuche individual, TRUPER"
11423,MT-5/8X11,"Machuelo semicónico 5/8'x11 UNC, estuche individual, TRUPER"
11424,MT-5/8X18,"Machuelo semicónico 5/8'x18 UNF, estuche individual, TRUPER"
11425,MT-3/4X10,"Machuelo semicónico 3/4'x10 UNC, estuche individual, TRUPER"
11426,MT-3/4X16,"Machuelo semicónico 3/4'x16 UNF, estuche individual, TRUPER"
11434,MAN-GA-1/4,"Maneral tipo garrote para machuelo 1/4', TRUPER"
11435,MAN-GA-3/8,"Maneral tipo garrote para machuelo 3/8', TRUPER"
11436,MAN-GA-1/2,"Maneral tipo garrote para machuelo 1/2', TRUPER"
11437,MAN-GA-3/4,"Maneral tipo garrote para machuelo 3/4', TRUPER"
11438,MAN-T-3/16,"Maneral en T para machuelo 3/16', TRUPER"
11439,MAN-T-1/4,"Maneral en T para machuelo 1/4', TRUPER"
11440,MAN-T-1/2,"Maneral en T para machuelo 1/2', TRUPER"
11442,J-MATA-40,"Juego de 40 piezas de machuelos y tarrajas, TRUPER"
11443,J-MATA-60,"Juego de 60 piezas de machuelos y tarrajas, TRUPER"
11452,BROU-R2-1/4M,"Broca para router, recta 2 filos, 1/4', mediana, TRUPER"
11453,BROU-R2-1/4L,"Broca para router, recta 2 filos, 1/4', larga, TRUPER"
11454,BROU-R2-5/16,"Broca para router, recta 2 filos, 5/16', TRUPER"
11455,BROU-R2-3/8,"Broca para router, recta 2 filos, 3/8', TRUPER"
11457,BROU-R2-5/8,"Broca para router, recta 2 filos, 5/8', TRUPER"
11459,BROU-R2-3/4,"Broca para router, recta 2 filos, 3/4', TRUPER"
11460,BROU-MC1/4,"Broca para router, media caña, 1/4', TRUPER"
11461,BROU-MC3/8,"Broca para router, media caña, 3/8', TRUPER"
11462,BROU-MC1/2,"Broca para router, media caña, 1/2', TRUPER"
11463,BROU-MC3/4,"Broca para router, media caña, 3/4', TRUPER"
11465,BROU-V3/8,"Broca para router, corte en 'V', 3/8', TRUPER"
11466,BROU-V1/2,"Broca para router, corte en 'V', 1/2', TRUPER"
11467,BROU-V7/8,"Broca para router, corte en 'V', 7/8', TRUPER"
11472,BROU-RM1X,"Broca para router, redondeado con moldura, 1' con balero"
11475,BROU-CP1/2,"Broca para router, cola de pato, 1/2', TRUPER"
11480,BROU-PP1-3/8X,"Broca para router, pecho paloma, 1-3/8' con balero, TRUPER"
11481,BROU-DR1-3/8X,"Broca para router, doble romana, 1-3/8' con balero, TRUPER"
11482,BROU-C1-3/8X,"Broca para router, clásica, 1-3/8' con balero, TRUPER"
11526,CA-106,"Carda alambre ondulado 6' x 1-1/8' para esmeril, TRUPER"
11528,CARRO-3,"Carro de servicio, 3 charolas, TRUPER"
11531,ACO-3,"Azadón Córdoba No. 3 de 2.8 lb, sin mango, TRUPER"
11535,CO-512,"Carda copa 5' alambre ondulado fino, eje 5/8'-11, TRUPER"
11541,CT-612,"Carda copa 5' alambre trenzado fino, eje 5/8'-11, TRUPER"
11542,CT-612X,"Carda copa 5' alambre trenzado grueso, eje 5/8'-11, TRUPER"
11545,ABT-222,"Disco Tipo 27 de 7' x 6.4 mm desbaste de metal, EXPERT"
11547,ABT-223,"Disco Tipo 27 de 9' x 6.4 mm desbaste de metal, EXPERT"
11548,ABT-386,"Disco Tipo 27 de 4-1/2' x 6.4 mm desbaste de metal, EXPERT"
11549,ABT-390,"Disco Tipo 42 de 4-1/2' x 3.2 mm corte metal, TRUPER EXPERT"
11553,CEA-18,"Cepillo de alambre 51 pinceles de acero al carbono, TRUPER"
11555,ABT-754,Disco Tipo 42 de 4-1/2' x 3.2 mm para corte de piedra
11557,ABT-419,"Disco Tipo 42 de 9' x 3.2 mm para corte de piedra, TRUPER"
11559,CEA-54,"Cepillo de alambre 64 pinceles de acero al carbono, TRUPER"
11566,ABT-418,"Disco Tipo 42 de 7' x 3.2 mm para corte de piedra, TRUPER"
11567,ABT-742,"Disco Tipo 41 de 14' x 3.4 mm para corte de metal, EXPERT"
11569,CA-2,"Carda circular 2' alambre grueso para taladro, TRUPER"
11570,CA-3,"Carda circular 3' alambre grueso para taladro, TRUPER"
11572,CO-3,"Carda de copa 2-3/4' alambre grueso para taladro, TRUPER"
11578,DID-140,"Disco de diamante de 4' x 1.6 mm, rin continuo, TRUPER"
11579,DID-170,"Disco de diamante de 7' x 2.2 mm, rin continuo, TRUPER"
11580,DID-370,"Disco de diamante de 7' x 2.5 mm, rin segmentado, TRUPER"
11581,DID-340,"Disco de diamante de 4' x 2.1 mm, rin segmentado, TRUPER"
11582,DID-345,"Disco de diamante de 4-1/2' x 2.1 mm, rin segmentado, TRUPER"
11584,DICOF-4512,"Disco Tipo 41 de 4-1/2' x 1.2 mm corte fino de metal, Sable"
11585,DICOF-4516,"Disco Tipo 41 de 4-1/2' x 1.6 mm corte fino de metal, Sable"
11586,DICOF-7020,"Disco Tipo 41 de 7' x 2 mm corte fino de metal, Sable"
11587,DICOF-9020,"Disco Tipo 41 de 9' x 2 mm corte fino de metal, Sable"
11590,CA-4,"Carda circular 4' alambre grueso para taladro, TRUPER"
11591,CO-1-3/4F,"Carda de copa 1-3/4' alambre fino para taladro, TRUPER"
11592,CO-2-3/4F,"Carda de copa 2-3/4' alambre fino para taladro, TRUPER"
11593,COM-3/4,"Carda tipo brocha 3/4' alambre grueso para taladro, TRUPER"
11595,COM-1,"Carda tipo brocha 1' alambre grueso para taladro, TRUPER"
11606,LIMA-36,"Lija para madera papel cabinet, grano 36, TRUPER"
11607,LIMA-40,"Lija para madera papel cabinet, grano 40, TRUPER"
11608,LIMA-50,"Lija para madera papel cabinet, grano 50, TRUPER"
11609,LIMA-60,"Lija para madera papel cabinet, grano 60, TRUPER"
11610,LIMA-80,"Lija para madera papel cabinet, grano 80, TRUPER"
11611,LIMA-100,"Lija para madera papel cabinet, grano 100, TRUPER"
11612,LIMA-120,"Lija para madera papel cabinet, grano 120, TRUPER"
11613,LIMA-150,"Lija para madera papel cabinet, grano 150, TRUPER"
11614,LIMA-180,"Lija para madera papel cabinet, grano 180, TRUPER"
11631,ACO-3M,"Azadón Córdoba No. 3 de 2.8 lb, mango de madera 54', TRUPER"
11632,LIAG-1000,"Lija de agua grano 1000 microfina carburo de silicio, TRUPER"
11634,LIAG-1200,"Lija de agua grano 1200 microfina carburo de silicio, TRUPER"
11635,DICOF-4510I,"Disco Tipo 41 de 4-1/2' x 1 mm corte fino acero inox, Sable"
11647,LIAG-1500,"Lija de agua grano 1500 microfina carburo de silicio, TRUPER"
11648,LIAG-2000,"Lija de agua grano 2000 microfina carburo de silicio, TRUPER"
11660,LIPL-100-1X45,Rollo de 45 m de lija para plomero grano 100 ancho 1'
11662,LIPL-120-1X45,Rollo de 45 m de lija para plomero grano 120 ancho 1'
11667,PIAS-109,"Piedra para asentar 150 mm, doble grano 150 y 240, TRUPER"
11676,DLT-1730,"Disco laminado 7', grano 40 centro 7/8', fibra, TRUPER"
11677,DLT-1731,"Disco laminado 7', grano 60 centro 7/8', fibra, TRUPER"
11678,DLT-1733,"Disco laminado 7', grano 120 centro 7/8', fibra, TRUPER"
11680,JPM-5,"Juego de 5 piedras montadas zanco 1/4', uso general, TRUPER"
11681,CB-IMP-1/2N,"Bolsa con 2 carbones de repuesto para IMP-1/2N, TRUPER"
11682,IMP-1/2N,"Llave de impacto 1/2' 900W, 320 lb/ft, TRUPER INDUSTRIAL"
11689,DLT-1732,"Disco laminado 7', grano 80 centro 7/8', fibra, TRUPER"
11690,425-114,"Empaque de nitrilo para boquilla, FM-425, TRUPER"
11692,425-262-C,"Boquilla de plástico, FM-425, TRUPER"
11693,425-064,"Medida o taza dosificadora, FM-425, TRUPER"
11694,425-022,"Empaque Chek-N para fumigadora FM-425, 2 piezas, TRUPER"
11695,425-024-C,"Cilindro completo para fumigadora FM-425, TRUPER"
11696,425-021,"O ring para cámara para fumigadora FM-425, TRUPER"
11697,425-085,"Tubo rociador 500 mm para fumigadora FM-425, TRUPER"
11698,425-023,"O ring chico para cilindro de fumigadora FM-425, TRUPER"
11699,425-031,"Pistón con perno integrado para fumigadora FM-425, TRUPER"
11700,BVI-1/8,"Broca para vidrio y azulejo de 1/8', TRUPER"
11701,BVI-3/16,"Broca para vidrio y azulejo de 3/16', TRUPER"
11702,BVI-1/4,"Broca para vidrio y azulejo de 1/4', TRUPER"
11703,BVI-5/16,"Broca para vidrio y azulejo de 5/16', TRUPER"
11704,BVI-3/8,"Broca para vidrio y azulejo de 3/8', TRUPER"
11705,BVI-1/2,"Broca para vidrio y azulejo de 1/2', TRUPER"
11706,FUM-025,"Cámara con émbolo para fumigadores FUM-12, 16 y 20, TRUPER"
11707,425-204-C,"Juego de 13 empaques para fumigador FM-425, en bolsa, TRUPER"
11709,HC-1-3/4,"Hacha cazadora 1-3/4 lb, mango hickory 15', TRUPER"
11722,CB-CM-14N,"Bolsa con 2 carbones de repuesto para CM-14N, TRUPER"
11730,425-069,Bolsa con 2 arosellos para vástago N para fumigador FM-425
11731,425-027,"O ring grande para cilindro para fumigadora FM-425, TRUPER"
11732,425-083,"O ring de plástico para boquilla, FM-425, TRUPER"
11733,425-063,"Empaque para vástago-N para fumigadora FM-425, TRUPER"
11734,425-043,"Bolsa con 2 bielas para fumigador FM-425, TRUPER"
11735,425-116-C,"Palanca de bombeo completa para fumigadora FM-425, TRUPER"
11736,425-075-C,"Pistola económica completa para FM-425, TRUPER"
11737,425-082,"Abrazadera SX9-18 para fumigadora FM-425, TRUPER"
11738,425-031-C1,"Pistón completo para fumigadora FM-425, TRUPER"
11739,425-045-C,Tornillo para balancín completo para fumigadora FM- 425
11745,FCN-55M,"Flexómetro contra impactos 5.5 m, Cinta Negra 25 mm, TRUPER"
11751,LI-CA-150,"Linterna de minero LED 150 lm, de 3 pilas AAA, TRUPER"
11752,CAT-50ND,"Carretilla 5.5 ft3 Neumática, bastidor tubular, TRUPER"
11758,CAT-50WD,"Carretilla 5.5 ft3 neumática, bastidores madera, TRUPER"
11767,CB-ESMA-4580N,"Bolsa con 2 carbones de repuesto para ESMA-4580N, TRUPER"
11769,CB-ESMA-4590N,"Bolsa con 2 carbones de repuesto para ESMA-4510N, TRUPER"
11771,CB-ESMA-4512N,"Bolsa con 2 carbones de repuesto para ESMA-4512N, TRUPER"
